"","plot","year","species","uninfected_bay_ct","infected_bay_ct","tot_bay"
"1717","TERRI02",2006,"UMCA",0,22,24
"1718","TERRI02",2007,"UMCA",0,22,24
"1719","TERRI02",2008,"UMCA",0,21,23
"1720","TERRI02",2009,"UMCA",0,22,22
"1721","TERRI02",2010,"UMCA",0,23,23
"1722","TERRI02",2011,"UMCA",0,24,24
"1723","TERRI02",2012,"UMCA",0,24,24
"1724","TERRI02",2014,"UMCA",0,24,24
"1725","TERRI03",2011,"UMCA",0,1,1
"1726","TERRI03",2012,"UMCA",0,1,1
"1727","TERRI03",2014,"UMCA",0,1,1
"1728","VOTRU01",2004,"UMCA",2,5,7
"1729","VOTRU01",2005,"UMCA",2,5,7
"1730","VOTRU01",2006,"UMCA",1,8,9
"1731","VOTRU01",2007,"UMCA",0,9,9
"1732","VOTRU01",2008,"UMCA",0,9,9
"1733","VOTRU01",2009,"UMCA",0,9,9
"1734","VOTRU01",2010,"UMCA",0,10,10
"1735","VOTRU01",2011,"UMCA",0,10,10
"1736","WATKI01",2004,"UMCA",3,11,14
"1737","WATKI01",2005,"UMCA",2,14,16
"1738","WATKI01",2006,"UMCA",14,2,16
"1739","WATKI01",2007,"UMCA",0,16,16
"1740","WATKI01",2008,"UMCA",0,16,16
"1741","WATKI01",2009,"UMCA",0,16,16
"1742","WATKI01",2010,"UMCA",0,16,16
"1743","WATKI01",2011,"UMCA",0,16,16
"1744","WATKI01",2012,"UMCA",0,16,16
"1745","WATKI01",2014,"UMCA",0,17,17
"1746","YAHNG01",2004,"UMCA",1,4,5
"1747","YAHNG01",2005,"UMCA",0,5,5
"1748","YAHNG01",2006,"UMCA",0,5,5
"1749","YAHNG01",2007,"UMCA",0,5,5
"1750","YAHNG01",2008,"UMCA",0,5,5
"1751","YAHNG01",2009,"UMCA",0,5,5
"1752","YAHNG01",2010,"UMCA",0,5,5
"1753","YAHNG01",2011,"UMCA",0,5,5
"1754","YAHNG01",2012,"UMCA",0,5,5
"1755","YAHNG01",2014,"UMCA",0,5,5
"1756","YAHNG02",2004,"UMCA",0,1,1
"1757","YAHNG02",2005,"UMCA",0,1,1
"1758","YAHNG02",2006,"UMCA",0,1,1
"1759","YAHNG02",2007,"UMCA",0,1,1
"1760","YAHNG02",2008,"UMCA",0,1,1
"1761","YAHNG02",2009,"UMCA",0,1,1
"1762","YAHNG02",2010,"UMCA",0,0,1
"1763","YAHNG02",2011,"UMCA",0,1,1
"1764","YAHNG02",2012,"UMCA",0,1,1
"1765","YAHNG02",2014,"UMCA",0,1,1
"1766","YAHNG03",2004,"UMCA",0,6,6
"1767","YAHNG03",2005,"UMCA",0,6,6
"1768","YAHNG03",2006,"UMCA",0,7,7
"1769","YAHNG03",2007,"UMCA",0,7,7
"1770","YAHNG03",2008,"UMCA",0,7,7
"1771","YAHNG03",2009,"UMCA",0,7,7
"1772","YAHNG03",2010,"UMCA",0,7,7
"1773","YAHNG03",2011,"UMCA",0,7,7
"1774","YAHNG03",2012,"UMCA",0,7,7
"1775","YAHNG03",2014,"UMCA",0,8,8
"1776","ZEN01",2004,"UMCA",0,4,4
"1777","ZEN01",2005,"UMCA",1,3,4
"1778","ZEN01",2006,"UMCA",0,5,5
"1779","ZEN01",2007,"UMCA",0,5,5
"1780","ZEN01",2008,"UMCA",0,5,5
"1781","ZEN01",2009,"UMCA",0,5,5
"1782","ZEN01",2010,"UMCA",0,5,5
"1783","ZEN01",2011,"UMCA",0,5,5
"1784","ZEN01",2012,"UMCA",0,5,5
"1785","ZEN01",2014,"UMCA",0,5,5
"1786","ZEN02",2004,"UMCA",0,18,18
"1787","ZEN02",2005,"UMCA",1,17,18
"1788","ZEN02",2006,"UMCA",0,18,18
"1789","ZEN02",2007,"UMCA",1,17,18
"1790","ZEN02",2008,"UMCA",0,17,17
"1791","ZEN02",2009,"UMCA",0,18,18
"1792","ZEN02",2010,"UMCA",0,17,17
"1793","ZEN02",2011,"UMCA",0,18,18
"1794","ZEN02",2012,"UMCA",0,18,18
"1795","ZEN02",2014,"UMCA",0,18,18
